[126, [135.61, 135.54, 137.98, 135.73, 135.48, 134.83, 134.42, 134.87, 135.14, 135.09, 135.69, 134.84, 133.95, 134.62, 134.29, 134.89, 136.33, 135.06, 135.13, 135.87, 136.45, 135.17, 135.31, 134.63, 136.0, 136.63, 135.14, 135.02, 134.78, 135.42, 134.49]]
[130, [136.07, 135.58, 139.99, 134.54, 134.57, 135.98, 135.32, 136.23, 135.57, 134.9, 139.98, 134.99, 134.8, 133.77, 135.53, 135.1, 134.63, 135.33, 135.05, 135.1, 135.65, 136.07, 135.27, 136.29, 135.89, 135.87, 135.51, 135.73, 136.16, 136.24, 135.86]]
[134, [134.89, 134.79, 135.52, 134.78, 135.85, 135.15, 135.71, 136.27, 135.4, 134.89, 135.04, 134.42, 134.66, 134.71, 134.94, 134.56, 134.66, 135.27, 136.13, 135.84, 135.38, 135.8, 135.45, 135.79, 135.75, 135.2, 135.03, 135.31, 135.34, 135.98, 135.87]]
[138, [136.31, 142.08, 136.27, 136.24, 135.39, 134.75, 134.79, 134.79, 135.14, 135.24, 135.07, 134.68, 133.91, 134.13, 135.22, 135.27, 134.43, 136.03, 135.37, 135.36, 135.43, 135.71, 135.32, 135.74, 135.57, 135.19, 135.03, 136.42, 136.58, 136.09, 135.43]]
[142, [134.8, 135.6, 134.57, 135.9, 135.06, 135.71, 136.18, 134.7, 135.39, 135.28, 134.05, 134.59, 135.57, 134.1, 135.44, 135.1, 135.62, 134.58, 135.2, 135.13, 136.34, 136.54, 135.36, 135.57, 135.41, 135.71, 136.09, 135.61, 135.65, 135.48, 135.58]]
[146, [135.1, 135.34, 135.95, 135.0, 135.35, 135.91, 135.86, 135.24, 134.88, 134.72, 134.21, 135.23, 134.94, 134.52, 134.21, 134.93, 135.75, 134.74, 135.33, 135.72, 136.03, 135.91, 134.92, 134.77, 135.56, 136.34, 135.34, 135.26, 135.29, 135.66, 136.1]]
[150, [135.06, 134.82, 134.98, 134.98, 135.88, 135.16, 135.95, 134.86, 135.29, 133.8, 134.32, 133.83, 134.99, 134.39, 144.19, 135.34, 135.33, 135.56, 135.52, 135.18, 135.92, 134.82, 134.68, 135.91, 135.97, 135.59, 136.07, 135.1, 135.97, 136.16, 135.2]]
[154, [134.77, 135.62, 134.8, 136.83, 135.28, 135.3, 136.04, 134.64, 133.99, 134.37, 133.65, 134.12, 134.18, 134.28, 134.93, 134.85, 135.49, 134.86, 135.48, 135.65, 134.91, 135.28, 136.25, 135.77, 135.16, 135.82, 135.81, 134.42, 135.04, 135.98, 136.15]]
[158, [139.72, 135.2, 134.85, 135.16, 135.73, 134.96, 135.44, 135.15, 134.47, 133.92, 134.35, 134.69, 134.93, 134.98, 135.43, 135.29, 134.72, 134.57, 134.9, 135.8, 135.76, 135.98, 136.26, 135.01, 134.75, 135.23, 134.88, 135.51, 136.04, 135.03, 135.42]]
[162, [135.74, 135.65, 134.9, 135.31, 135.69, 135.11, 135.41, 134.73, 133.95, 134.5, 134.72, 133.77, 134.58, 133.93, 134.93, 135.53, 134.94, 135.19, 135.81, 135.52, 135.98, 136.16, 135.62, 135.82, 135.22, 135.71, 135.4, 135.04, 134.61, 135.67, 136.59]]
[166, [135.61, 134.72, 135.17, 135.82, 135.82, 135.12, 135.56, 134.78, 134.05, 133.8, 135.1, 134.32, 134.98, 134.98, 134.97, 135.49, 134.89, 134.28, 135.39, 134.95, 135.33, 135.65, 134.85, 135.5, 135.35, 135.83, 135.02, 135.59, 134.44, 149.91, 134.43]]
[170, [137.11, 135.71, 135.84, 136.07, 140.65, 135.94, 133.61, 134.67, 134.63, 135.03, 135.28, 134.14, 135.26, 136.45, 136.3, 135.28, 135.82, 135.7, 136.07, 135.71, 136.05, 136.6, 135.41, 135.37, 135.83, 135.19, 135.44, 135.91, 135.05, 135.72, 135.9]]
[174, [148.06, 134.43, 141.49, 135.07, 135.41, 138.14, 133.95, 134.61, 134.3, 137.44, 135.46, 134.68, 135.6, 134.88, 135.49, 135.53, 136.4, 135.12, 134.55, 135.37, 136.16, 136.2, 135.94, 136.13, 135.38, 135.34, 135.03, 136.0, 135.93, 135.06, 135.07]]
[178, [138.83, 135.43, 135.2, 135.82, 134.51, 134.34, 135.74, 135.35, 134.72, 140.37, 135.42, 134.65, 135.62, 135.0, 135.48, 135.84, 135.04, 136.96, 134.88, 134.75, 136.15, 134.96, 135.17, 136.18, 136.32, 135.78, 135.55, 135.58, 135.26, 136.39, 134.85]]
[182, [134.35, 141.69, 137.76, 134.48, 134.65, 133.69, 134.78, 134.19, 136.98, 135.18, 134.63, 135.63, 135.36, 136.32, 134.94, 135.77, 135.56, 135.25, 135.12, 135.37, 135.77, 135.93, 136.44, 136.28, 135.47, 135.56, 135.83, 134.85, 141.6, 134.8, 135.8]]
[186, [135.02, 135.03, 135.43, 134.86, 135.84, 134.11, 134.18, 134.32, 146.16, 134.24, 134.3, 134.8, 135.66, 135.98, 135.6, 135.21, 135.34, 135.15, 136.02, 135.23, 135.21, 135.79, 136.04, 136.46, 135.34, 135.83, 135.97, 135.79, 140.08, 135.42, 135.62]]
[190, [135.26, 134.67, 140.92, 134.24, 134.06, 134.68, 141.76, 144.12, 134.39, 134.22, 135.28, 134.95, 136.35, 135.04, 136.09, 135.42, 136.49, 135.05, 135.91, 135.61, 135.33, 135.4, 135.28, 135.71, 135.04, 136.08, 135.08, 136.12, 134.73, 135.04, 135.93]]
[194, [135.5, 139.73, 138.83, 135.16, 134.95, 134.62, 134.77, 134.35, 135.25, 134.11, 135.69, 135.38, 135.03, 134.98, 135.46, 135.59, 135.76, 135.05, 135.65, 135.4, 135.8, 135.1, 134.76, 134.91, 135.29, 135.37, 135.55, 137.82, 135.51, 135.45, 135.18]]
[198, [144.59, 134.4, 134.52, 138.54, 134.71, 134.76, 149.94, 133.91, 141.98, 135.35, 135.02, 135.85, 135.77, 134.9, 135.41, 135.03, 138.33, 134.84, 135.82, 136.11, 136.06, 135.63, 135.91, 135.94, 135.99, 135.53, 140.25, 134.34, 135.58, 135.76, 135.59]]
[202, [134.82, 134.82, 134.41, 133.96, 134.27, 133.99, 142.88, 135.06, 135.13, 136.0, 135.72, 136.41, 135.0, 135.09, 136.1, 135.99, 135.2, 136.02, 135.78, 135.58, 135.52, 135.06, 135.02, 135.13, 134.94, 135.09, 134.79, 134.81, 134.65, 134.85, 136.37]]
[206, [134.88, 134.89, 134.22, 134.86, 134.33, 134.31, 143.84, 134.07, 136.55, 135.93, 136.51, 135.66, 135.86, 136.01, 136.29, 135.77, 135.26, 135.23, 135.11, 135.18, 135.05, 138.97, 135.91, 135.94, 135.62, 134.81, 163.72, 137.23, 135.7, 135.87, 134.59]]
[210, [135.87, 137.5, 135.18, 134.94, 134.27, 135.52, 135.62, 135.68, 135.84, 134.75, 135.71, 136.25, 136.15, 135.68, 136.09, 136.89, 135.39, 135.07, 134.89, 135.82, 152.01, 136.49, 136.16, 135.64, 135.87, 135.88, 136.16, 135.29, 135.62, 135.29, 135.72]]
[214, [135.86, 135.11, 139.23, 134.9, 135.86, 135.46, 134.86, 135.69, 135.58, 135.71, 136.82, 136.3, 135.69, 157.46, 135.21, 136.14, 135.17, 135.25, 135.0, 135.67, 135.02, 135.8, 136.63, 135.29, 136.11, 136.2, 136.19, 135.42, 135.78, 135.43, 135.51]]
[218, [135.92, 140.89, 135.22, 140.74, 135.23, 135.76, 135.37, 135.85, 136.08, 135.76, 136.46, 136.18, 135.71, 160.77, 135.4, 136.14, 135.51, 134.86, 135.0, 135.96, 136.36, 136.47, 138.15, 140.28, 135.3, 135.91, 135.49, 135.27, 136.28, 135.41, 137.97]]
[222, [135.34, 134.32, 147.0, 135.36, 135.46, 135.99, 137.02, 135.41, 135.38, 135.85, 136.08, 135.42, 156.0, 135.76, 135.32, 135.89, 135.06, 135.3, 136.25, 135.93, 136.51, 145.96, 135.35, 135.42, 135.55, 136.41, 135.03, 135.87, 135.56, 135.47, 134.98]]
[226, [135.61, 135.2, 135.01, 135.03, 134.49, 134.86, 135.75, 136.21, 134.78, 136.33, 135.38, 136.04, 145.25, 135.61, 135.95, 135.46, 134.3, 135.67, 151.01, 135.52, 136.12, 135.88, 135.22, 135.36, 136.5, 136.4, 135.0, 135.23, 135.05, 135.04, 135.43]]
[230, [137.2, 134.56, 135.05, 135.43, 135.57, 135.59, 135.41, 135.89, 136.09, 136.31, 135.72, 148.95, 135.44, 135.33, 134.79, 136.32, 135.25, 135.11, 135.43, 135.18, 149.17, 135.13, 135.68, 136.21, 135.52, 135.54, 135.21, 135.66, 134.95, 136.55, 135.13]]
[234, [135.47, 136.08, 134.84, 135.55, 136.2, 135.85, 135.4, 135.7, 136.49, 134.93, 142.1, 135.32, 136.25, 135.93, 134.79, 134.71, 135.03, 145.64, 135.45, 135.62, 134.92, 135.43, 134.99, 140.27, 136.23, 135.19, 135.58, 137.45, 134.77, 135.62, 135.62]]
[238, [136.12, 135.21, 135.35, 135.45, 136.44, 135.78, 135.46, 136.22, 136.0, 135.6, 161.17, 135.26, 134.92, 135.24, 134.97, 135.49, 135.9, 135.1, 136.88, 145.91, 135.19, 135.66, 135.97, 134.96, 135.51, 135.08, 135.86, 135.18, 134.08, 135.09, 136.0]]
[242, [134.49, 134.68, 135.66, 135.63, 137.89, 135.72, 136.08, 135.87, 135.7, 138.41, 145.43, 136.02, 135.45, 135.23, 134.45, 135.17, 143.19, 135.27, 135.61, 135.64, 135.77, 135.19, 135.25, 135.62, 136.11, 135.9, 134.85, 135.42, 134.27, 135.13, 135.89]]
[246, [134.66, 135.21, 135.22, 135.18, 135.95, 137.83, 134.97, 135.41, 135.19, 135.33, 136.14, 135.05, 135.13, 135.25, 134.47, 135.59, 146.39, 135.18, 134.97, 135.71, 136.41, 136.24, 135.2, 135.79, 135.3, 135.91, 135.32, 135.14, 141.65, 134.12, 134.98]]
[250, [135.19, 135.68, 134.39, 138.46, 135.51, 135.53, 136.21, 140.55, 135.61, 134.88, 137.9, 136.73, 135.24, 136.01, 141.6, 148.65, 143.46, 147.78, 149.58, 144.75, 146.8, 143.97, 135.18, 134.14, 134.38, 134.62, 134.66, 134.97, 135.42, 135.43, 136.35]]
[254, [134.92, 134.68, 135.07, 135.34, 136.05, 134.33, 135.26, 135.0, 136.22, 136.1, 135.86, 136.34, 141.66, 135.67, 146.78, 176.25, 142.25, 145.66, 140.56, 145.51, 144.4, 134.32, 134.86, 134.38, 134.25, 135.05, 134.22, 135.14, 135.23, 136.11, 135.89]]
[258, [135.19, 134.29, 135.34, 134.74, 135.75, 135.87, 135.94, 135.8, 135.37, 135.34, 134.79, 136.16, 136.19, 136.37, 145.23, 141.63, 147.5, 144.74, 138.8, 146.77, 143.21, 134.98, 135.12, 134.33, 134.51, 134.9, 135.25, 134.4, 135.06, 135.71, 135.53]]
[262, [134.77, 140.94, 138.9, 135.12, 135.39, 135.72, 135.35, 135.74, 135.86, 136.19, 135.17, 135.59, 137.17, 141.41, 168.79, 141.4, 143.97, 145.11, 147.48, 143.85, 134.63, 134.88, 134.86, 133.96, 136.76, 134.92, 134.55, 135.07, 135.9, 136.04, 135.5]]
[266, [135.11, 138.68, 135.32, 135.26, 135.97, 135.71, 135.79, 136.02, 137.75, 135.17, 135.52, 136.18, 142.48, 149.53, 143.24, 147.51, 149.05, 145.02, 147.22, 145.94, 135.45, 134.37, 134.08, 134.93, 134.99, 134.73, 135.73, 135.74, 136.46, 135.19, 135.29]]
[270, [134.3, 134.59, 135.09, 134.64, 134.52, 135.54, 135.1, 135.13, 135.12, 136.79, 134.99, 136.77, 145.94, 163.98, 141.57, 145.38, 145.39, 145.83, 141.97, 134.43, 134.86, 133.87, 133.95, 134.39, 134.83, 134.37, 134.46, 134.92, 137.31, 135.8, 138.46]]
[274, [135.09, 135.26, 135.98, 138.36, 135.52, 135.37, 140.71, 135.36, 134.93, 134.97, 135.2, 139.26, 153.27, 143.38, 142.57, 148.48, 140.98, 146.54, 146.31, 134.58, 134.32, 134.69, 133.98, 135.03, 133.97, 133.87, 135.97, 141.69, 135.79, 135.55, 136.19]]
[278, [134.19, 135.85, 135.69, 134.54, 135.32, 135.61, 135.06, 136.15, 134.95, 135.65, 136.55, 146.54, 141.14, 147.75, 145.08, 138.61, 146.98, 142.55, 134.42, 135.23, 134.1, 134.77, 134.53, 134.73, 134.61, 134.25, 135.34, 135.37, 134.61, 137.28, 135.42]]
[282, [136.1, 136.11, 135.58, 135.82, 135.91, 135.47, 139.33, 135.14, 135.55, 135.41, 148.76, 146.32, 145.82, 147.91, 146.56, 150.98, 140.65, 142.58, 134.38, 134.52, 134.58, 134.46, 134.71, 134.25, 134.86, 134.78, 135.67, 135.16, 140.62, 136.08, 135.31]]
[286, [135.31, 135.59, 134.9, 134.78, 136.08, 145.08, 135.13, 135.27, 135.63, 136.1, 146.17, 151.86, 146.1, 140.42, 139.44, 139.11, 141.57, 144.43, 133.91, 134.99, 133.82, 134.9, 134.99, 135.07, 135.41, 135.52, 134.68, 135.26, 135.6, 135.86, 137.46]]
[290, [135.0, 135.26, 143.58, 134.97, 141.72, 134.92, 134.79, 149.21, 144.07, 135.89, 135.68, 135.39, 135.36, 135.54, 135.86, 135.74, 136.16, 136.02, 135.83, 135.39, 135.43, 135.2, 136.1, 136.09, 135.9, 136.71, 136.06, 136.05, 150.85, 146.49, 154.17]]
[294, [134.51, 134.89, 136.12, 138.94, 135.53, 141.5, 135.34, 151.21, 156.19, 135.75, 135.41, 136.14, 135.39, 135.26, 135.44, 134.93, 135.34, 136.31, 135.71, 135.47, 135.86, 135.13, 135.31, 135.64, 135.98, 135.49, 136.17, 136.02, 148.89, 148.38, 150.01]]
[298, [135.6, 135.78, 135.01, 134.87, 135.49, 135.2, 142.37, 146.52, 136.22, 135.4, 137.18, 135.87, 136.1, 134.79, 135.46, 135.13, 136.23, 135.74, 137.4, 135.47, 135.27, 135.79, 136.15, 135.42, 135.47, 136.18, 136.03, 135.64, 151.49, 144.81, 136.39]]
[302, [135.44, 135.49, 135.6, 134.88, 134.87, 135.26, 148.67, 144.22, 135.33, 135.31, 135.23, 136.42, 135.26, 135.38, 135.29, 136.34, 135.6, 135.64, 137.48, 135.94, 134.96, 135.19, 135.03, 136.61, 136.2, 135.76, 135.76, 156.18, 145.27, 145.9, 135.22]]
[306, [135.09, 135.94, 135.46, 135.36, 135.04, 146.44, 149.18, 135.25, 136.09, 134.7, 134.95, 135.49, 134.92, 136.07, 135.44, 135.05, 135.89, 135.73, 136.35, 135.1, 135.65, 135.23, 135.35, 135.55, 136.2, 134.95, 139.17, 144.43, 145.53, 145.27, 135.74]]
[310, [136.77, 134.7, 134.79, 135.2, 134.98, 145.92, 150.39, 135.3, 140.87, 135.18, 135.92, 135.67, 135.82, 135.11, 134.88, 134.91, 136.2, 134.79, 134.95, 136.01, 135.27, 135.85, 135.26, 135.36, 136.3, 136.2, 150.21, 135.96, 135.68, 134.78, 137.36]]
[314, [135.2, 135.8, 135.64, 135.09, 147.47, 146.73, 142.74, 135.04, 134.89, 135.41, 135.37, 134.99, 135.88, 135.78, 136.06, 135.53, 135.65, 135.77, 135.31, 135.9, 135.36, 136.44, 134.95, 136.08, 136.16, 138.21, 147.82, 140.52, 145.62, 139.76, 135.11]]
[318, [135.0, 134.59, 134.96, 134.62, 145.4, 144.16, 136.35, 135.0, 135.09, 136.02, 135.7, 135.46, 135.64, 136.32, 135.81, 135.24, 135.01, 136.12, 135.75, 136.39, 135.24, 135.17, 135.41, 135.96, 135.67, 148.07, 146.6, 135.04, 136.02, 144.69, 135.72]]
[322, [137.13, 134.49, 149.36, 148.2, 147.71, 145.65, 135.82, 135.92, 135.8, 135.74, 135.42, 136.13, 136.14, 136.1, 135.74, 135.53, 134.98, 135.16, 135.2, 135.34, 135.13, 135.14, 135.06, 136.23, 150.06, 147.93, 146.08, 139.23, 135.86, 135.83, 135.61]]
[326, [134.93, 135.28, 142.81, 148.98, 150.8, 134.42, 135.38, 135.31, 135.36, 134.89, 135.33, 135.19, 135.38, 134.87, 134.89, 135.85, 135.56, 135.22, 135.19, 135.18, 135.63, 135.48, 135.6, 135.65, 143.25, 145.41, 144.04, 147.75, 140.83, 135.26, 137.26]]
[330, [153.92, 142.89, 139.52, 134.9, 135.42, 136.61, 136.05, 134.64, 135.67, 135.99, 135.91, 135.83, 135.44, 135.28, 135.7, 136.36, 136.27, 135.58, 138.24, 135.09, 135.87, 136.19, 135.78, 135.43, 134.8, 135.44, 134.94, 135.41, 134.07, 134.16, 134.24]]
[334, [141.48, 137.88, 136.02, 135.29, 135.55, 136.57, 135.57, 135.73, 136.18, 135.11, 135.66, 136.1, 135.64, 136.52, 135.93, 136.28, 135.08, 134.75, 136.18, 134.74, 135.42, 135.94, 136.64, 135.82, 134.71, 134.94, 134.68, 134.56, 134.54, 135.24, 133.53]]
[338, [136.78, 136.15, 137.13, 135.53, 134.93, 140.47, 134.65, 135.99, 135.17, 135.9, 136.09, 136.09, 135.53, 135.35, 135.57, 135.43, 135.26, 136.0, 135.78, 135.33, 136.23, 136.07, 136.06, 135.14, 134.41, 135.28, 134.26, 135.16, 134.46, 134.16, 134.18]]
[342, [135.72, 134.99, 135.72, 135.06, 135.8, 136.02, 135.73, 135.05, 134.77, 135.45, 136.24, 136.12, 134.71, 136.34, 136.41, 135.37, 135.42, 134.92, 135.63, 136.17, 135.4, 135.42, 134.15, 135.25, 134.65, 134.47, 134.16, 134.02, 134.43, 137.45, 134.83]]
[346, [135.21, 140.41, 144.49, 134.93, 135.32, 136.34, 135.64, 136.13, 135.62, 136.32, 135.4, 135.57, 135.06, 136.54, 135.28, 135.63, 135.54, 135.11, 136.64, 136.27, 135.86, 135.02, 135.23, 133.99, 134.54, 134.35, 134.54, 134.93, 133.6, 134.41, 134.7]]
[350, [135.49, 137.65, 134.7, 135.45, 135.37, 135.01, 135.93, 135.47, 135.96, 136.34, 136.12, 140.0, 134.68, 134.92, 136.05, 135.81, 135.64, 135.93, 135.61, 135.83, 135.82, 134.77, 135.09, 135.09, 134.18, 133.94, 134.96, 134.23, 135.62, 134.51, 142.31]]
[354, [138.42, 135.23, 135.67, 135.1, 135.02, 135.2, 135.68, 134.97, 135.2, 135.42, 135.01, 135.06, 135.14, 135.44, 136.07, 135.34, 135.88, 135.32, 135.41, 135.32, 134.71, 134.42, 134.35, 134.62, 134.9, 134.45, 134.7, 134.21, 134.6, 134.89, 134.4]]
